title,author,date,views,likes,link,categoria,grupo
Why are blue whales so enormous? ,Asha de Vos,February 2013,52000,1500,https://ted.com/talks/asha_de_vos_why_are_blue_whales_so_enormous,0,23
"""White Lies"" / ""Turn It Around""", Lucius,June 2020,53000,1500,https://ted.com/talks/lucius_white_lies_turn_it_around,0,24
How I helped make Lego accessible to the blind,Matthew Shifrin,April 2019,51000,1500,https://ted.com/talks/matthew_shifrin_how_i_helped_make_lego_accessible_to_the_blind,0,25
When you shouldn't follow the rules,Laura Lane,September 2015,51000,1500,https://ted.com/talks/laura_lane_when_you_shouldn_t_follow_the_rules,0,26
Reinventing creative thinking ,Luc de Brabandere,June 2015,50000,1500,https://ted.com/talks/luc_de_brabandere_reinventing_creative_thinking,0,27
Let's think about archaeology on the moon,Alice Gorman,October 2018,52000,1500,https://ted.com/talks/alice_gorman_let_s_think_about_archaeology_on_the_moon,0,28
Make robots smarter,Ayanna Howard,February 2013,52000,1500,https://ted.com/talks/ayanna_howard_make_robots_smarter,0,29
El impacto del marketing en los medicamentos que tomamos,Pablo Santa Cruz,November 2013,48000,1400,https://ted.com/talks/pablo_santa_cruz_el_impacto_del_marketing_en_los_medicamentos_que_tomamos,0,30
The art and science of special effects,Paul Franklin,June 2016,49000,1400,https://ted.com/talks/paul_franklin_the_art_and_science_of_special_effects,0,31
Why I came out as a gay football coach,Shane Wickes,January 2016,47000,1400,https://ted.com/talks/shane_wickes_why_i_came_out_as_a_gay_football_coach,0,32
What brands can learn from online dating,Sarah Willersdorf,June 2015,47000,1400,https://ted.com/talks/sarah_willersdorf_what_brands_can_learn_from_online_dating,0,33
How math can prepare new generations for the future,Masha Gershman,November 2017,49000,1400,https://ted.com/talks/masha_gershman_how_math_can_prepare_new_generations_for_the_future,0,34
In defense of emojis,Jenna Schilstra,September 2016,48000,1400,https://ted.com/talks/jenna_schilstra_in_defense_of_emojis,0,35
The Daily Show's secret to creativity,WorkLife with Adam Grant,March 2018,46000,1400,https://ted.com/talks/worklife_with_adam_grant_the_daily_show_s_secret_to_creativity,0,36
"What if we saw climate change as an amazing challenge, not a burden?",Laura Tenenbaum,May 2016,47000,1400,https://ted.com/talks/laura_tenenbaum_what_if_we_saw_climate_change_as_an_amazing_challenge_not_a_burden,0,37
How game design can help schooling,Caitlin Holman,February 2017,47000,1400,https://ted.com/talks/caitlin_holman_how_game_design_can_help_schooling,0,38
Why we take financial risks,Elise Payzan-LeNestour,May 2016,48000,1400,https://ted.com/talks/elise_payzan_lenestour_why_we_take_financial_risks,0,39
Food revolutionaries,Jamie Oliver,April 2018,48000,1400,https://ted.com/talks/jamie_oliver_food_revolutionaries,0,40
Plucky rebels: Being agile in an un-agile place,Peter Biddle,March 2013,48000,1400,https://ted.com/talks/peter_biddle_plucky_rebels_being_agile_in_an_un_agile_place,0,41
Why we need more dogs in hospitals,Yuko Morita,March 2015,49000,1400,https://ted.com/talks/yuko_morita_why_we_need_more_dogs_in_hospitals,0,42
Want to grow healthy food? Start with your lawn,John C. Trimble,August 2020,44000,1300,https://ted.com/talks/john_c_trimble_want_to_grow_healthy_food_start_with_your_lawn,0,43
How to teach kids science through cooking,Ashwini Bhandiwad,October 2018,44000,1300,https://ted.com/talks/ashwini_bhandiwad_how_to_teach_kids_science_through_cooking,0,44
How dance helps me deal with stress,Yami Joshi,September 2015,44000,1300,https://ted.com/talks/yami_joshi_how_dance_helps_me_deal_with_stress,0,45
We won't fix US politics until we talk about class,Joan C. Williams,November 2017,45000,1300,https://ted.com/talks/joan_c_williams_we_won_t_fix_us_politics_until_we_talk_about_class,0,46
The scientific now of space food,Sarah Kessans,August 2019,44000,1300,https://ted.com/talks/sarah_kessans_the_scientific_now_of_space_food,0,47
"""You Are Not Alone"" / ""Extraordinary Being"" / ""Shine""",Emeli Sandé,April 2019,46000,1300,https://ted.com/talks/emeli_sande_you_are_not_alone_extraordinary_being_shine,0,48
"The new jobs of the future, and other insights on the changing workforce",Ben Pring,May 2020,43000,1300,https://ted.com/talks/ben_pring_the_new_jobs_of_the_future_and_other_insights_on_the_changing_workforce,0,49
How to build community when you feel isolated,Chitra Aiyar,December 2018,45000,1300,https://ted.com/talks/chitra_aiyar_how_to_build_community_when_you_feel_isolated,0,50
El marketing para terminar guerras,Francisco Samper,October 2017,45000,1300,https://ted.com/talks/francisco_samper_el_marketing_para_terminar_guerras_apr_2018,0,51
Not good with names: Local name customs in a global village,Cynthia Ma Shwe Sin Win,November 2014,46000,1300,https://ted.com/talks/cynthia_ma_shwe_sin_win_not_good_with_names_local_name_customs_in_a_global_village,0,52
How I used Dungeons & Dragons to teach ethics,Christopher Robichaud,April 2017,44000,1300,https://ted.com/talks/christopher_robichaud_how_i_used_dungeons_dragons_to_teach_ethics,0,53
The complex path to sustainability ,Olivia Tyler,December 2017,45000,1300,https://ted.com/talks/olivia_tyler_the_complex_path_to_sustainability,0,54
"When people are ""suspiciously kind""",Gina Brillon,December 2019,42000,1200,https://ted.com/talks/gina_brillon_when_people_are_suspiciously_kind,0,55
The four things you need to know about the energy you use,Jordan Wirfs-Brock,October 2016,43000,1200,https://ted.com/talks/jordan_wirfs_brock_the_four_things_you_need_to_know_about_the_energy_you_use,0,56
Why schools should teach entrepreneurship,Linda Zhang,December 2017,42000,1200,https://ted.com/talks/linda_zhang_why_schools_should_teach_entrepreneurship,0,57
"How do we bridge the ""anxiety gap"" at work?",Erica Joy Baker,October 2017,41000,1200,https://ted.com/talks/erica_joy_baker_how_do_we_bridge_the_anxiety_gap_at_work,0,58
How can companies continue to thrive in times of change?,Patrick Forth,October 2014,41000,1200,https://ted.com/talks/patrick_forth_how_can_companies_continue_to_thrive_in_times_of_change,0,59
Why we need darkness,Diane Knutson,June 2016,41000,1200,https://ted.com/talks/diane_knutson_why_we_need_darkness,0,60
A new way to define self-worth,Liz Powers,November 2016,42000,1200,https://ted.com/talks/liz_powers_a_new_way_to_define_self_worth,0,61
How ancient technology inspired my award-winning inventions,Macinley Butson,September 2017,40000,1200,https://ted.com/talks/macinley_butson_how_ancient_technology_inspired_my_award_winning_inventions,0,62
Megatrends — 5 tips on the art and science of trend tracking,Alison Sander,October 2014,41000,1200,https://ted.com/talks/alison_sander_megatrends_5_tips_on_the_art_and_science_of_trend_tracking,0,63
How to do more with less in healthcare,Jan Denecker,September 2016,42000,1200,https://ted.com/talks/jan_denecker_how_to_do_more_with_less_in_healthcare,0,64
Do we really own our bodies?,Gaspard Koenig,September 2016,41000,1200,https://ted.com/talks/gaspard_koenig_do_we_really_own_our_bodies,0,65
An app that predicts the impact of global climate change,Sarvesh Subramanian,March 2019,42000,1200,https://ted.com/talks/sarvesh_subramanian_an_app_that_predicts_the_impact_of_global_climate_change,0,66
Shouldn't sports be color-blind?,Patrick Ferrucci,June 2018,40000,1200,https://ted.com/talks/patrick_ferrucci_shouldn_t_sports_be_color_blind,0,67
A personal story about farming and the future of agriculture,Mark Jackson,September 2014,43000,1200,https://ted.com/talks/mark_jackson_a_personal_story_about_farming_and_the_future_of_agriculture,0,68
How dogs help with conservation efforts,Megan Parker,October 2015,39000,1100,https://ted.com/talks/megan_parker_how_dogs_help_with_conservation_efforts,0,69
What archaeology and DNA can teach us about prehistoric migration,Ian Barnes,July 2018,39000,1100,https://ted.com/talks/ian_barnes_what_archaeology_and_dna_can_teach_us_about_prehistoric_migration,0,70
Una idea osada para reemplazar a los políticos,César Hidalgo,April 2018,39000,1100,https://ted.com/talks/cesar_hidalgo_una_idea_osada_para_reemplazar_a_los_politicos,0,71
What it's really like to be colorblind,Bryan Kett,September 2018,37000,1100,https://ted.com/talks/bryan_kett_what_it_s_really_like_to_be_colorblind,0,72
America's pursuit of happiness and why it's gone wrong,Caroline Winterer,April 2017,38000,1100,https://ted.com/talks/caroline_winterer_america_s_pursuit_of_happiness_and_why_it_s_gone_wrong,0,73
An architect's guide to living on Mars,Bjarke Ingels,April 2019,36000,1100,https://ted.com/talks/bjarke_ingels_an_architect_s_guide_to_living_on_mars,0,74
Why archaeology needs to transcend borders ,Ella Al-Shamahi,April 2016,37000,1100,https://ted.com/talks/ella_al_shamahi_why_archaeology_needs_to_transcend_borders,0,75
The rhythmic beauty of collaboration,Shadé Zahrai and Aric Yegudkin,December 2017,37000,1100,https://ted.com/talks/shade_zahrai_and_aric_yegudkin_the_rhythmic_beauty_of_collaboration,0,76
How to restore trust in Journalism,Ann Curry,April 2018,37000,1100,https://ted.com/talks/ann_curry_how_to_restore_trust_in_journalism,0,77
Why we need a more accessible digital landscape,Judy Brewer,May 2019,37000,1100,https://ted.com/talks/judy_brewer_why_we_need_a_more_accessible_digital_landscape,0,78
The future of delivery in our new on-demand economy,Alan Amling,September 2015,38000,1100,https://ted.com/talks/alan_amling_the_future_of_delivery_in_our_new_on_demand_economy,0,79
How companies predict fashion trends and kill individuality,Mahir Can Işik,November 2017,37000,1100,https://ted.com/talks/mahir_can_isik_how_companies_predict_fashion_trends_and_kill_individuality,0,80
The future of supercomputers? A quantum chip colder than outer space,Jerry Chow,October 2015,37000,1100,https://ted.com/talks/jerry_chow_the_future_of_supercomputers_a_quantum_chip_colder_than_outer_space,0,81
Small ways women can support each other at work ,Crystal Martin,November 2017,35000,1000,https://ted.com/talks/crystal_martin_small_ways_women_can_support_each_other_at_work_apr_2017,0,82
The hardest step in innovation? Looking foolish in front of the crowd,Jack Levis,September 2015,34000,1000,https://ted.com/talks/jack_levis_the_hardest_step_in_innovation_looking_foolish_in_front_of_the_crowd,0,83
Finding your personal mission in life,Philip Krinks,June 2015,36000,1000,https://ted.com/talks/philip_krinks_finding_your_personal_mission_in_life,0,84
Can we end a culture of abandonment?,Monica Johnson,September 2016,34000,1000,https://ted.com/talks/monica_johnson_can_we_end_a_culture_of_abandonment,0,85
A world without waste,Kate E. Brandt,November 2018,35000,1000,https://ted.com/talks/kate_e_brandt_a_world_without_waste,0,86
Las palabras de la discriminación,Carmen Jiménez Borja,September 2017,34000,1000,https://ted.com/talks/carmen_jimenez_borja_las_palabras_de_la_discriminacion,0,87
How stigma shaped modern medicine,Nathalia Holt,October 2015,36000,1000,https://ted.com/talks/nathalia_holt_how_stigma_shaped_modern_medicine,0,88
An alternative to GDP that factors in our wellbeing,Douglas Beal,June 2015,33000,1000,https://ted.com/talks/douglas_beal_an_alternative_to_gdp_that_factors_in_our_wellbeing,0,89
What we can learn from the history of feminism,Dolores Huerta,November 2019,36000,1000,https://ted.com/talks/dolores_huerta_what_we_can_learn_from_the_history_of_feminism,0,90
What marrying an immigrant taught me about cultural bias,Kyle Quinn,February 2018,34000,1000,https://ted.com/talks/kyle_quinn_what_marrying_an_immigrant_taught_me_about_cultural_bias,0,91
"A new model of microfinance for Africa, and beyond",Viola Llewellyn,October 2018,34000,1000,https://ted.com/talks/viola_llewellyn_a_new_model_of_microfinance_for_africa_and_beyond,0,92
This weather forecasting model is actually accurate,Lloyd Treinish,October 2015,35000,1000,https://ted.com/talks/lloyd_treinish_this_weather_forecasting_model_is_actually_accurate,0,93
The future of expertise,Dario Gil,October 2014,33000,1000,https://ted.com/talks/dario_gil_the_future_of_expertise,0,94
External innovation basics from an R&D expert,Michael Ringel,October 2017,35000,1000,https://ted.com/talks/michael_ringel_external_innovation_basics_from_an_r_d_expert,0,95
Painting sharks ... for science,Guy Harvey,March 2019,35000,1000,https://ted.com/talks/guy_harvey_painting_sharks_for_science,0,96
A global initiative to end violence against children,Howard Taylor,July 2019,33000,1000,https://ted.com/talks/howard_taylor_a_global_initiative_to_end_violence_against_children,0,97
How to enhance and expand a global brand,James Curleigh,October 2013,32000,988,https://ted.com/talks/james_curleigh_how_to_enhance_and_expand_a_global_brand,0,98
The basics of AI for business,Philipp Gerbert,October 2017,32000,976,https://ted.com/talks/philipp_gerbert_the_basics_of_ai_for_business,0,99
What sharks taught me about being a scientist,Melissa Marquez,June 2017,32000,973,https://ted.com/talks/melissa_marquez_what_sharks_taught_me_about_being_a_scientist,0,100
How to trick yourself into good behavior ,Bob Nease,November 2016,32000,964,https://ted.com/talks/bob_nease_how_to_trick_yourself_into_good_behavior,0,1
How to revive and empower local communities,Raghuram Rajan,July 2019,31000,955,https://ted.com/talks/raghuram_rajan_how_to_revive_and_empower_local_communities,0,2
La importancia de la improvisación,Juan López-Aranguren,September 2015,31000,952,https://ted.com/talks/juan_lopez_aranguren_la_importancia_de_la_improvisacion,0,3
The overlooked legacy of Hollywood's first female directors,Alicia Malone,May 2017,31000,951,https://ted.com/talks/alicia_malone_the_overlooked_legacy_of_hollywood_s_first_female_directors,0,4
How one team turned a sprint project into a marathon success,Dropbox,February 2019,31000,947,https://ted.com/talks/dropbox_how_one_team_turned_a_sprint_project_into_a_marathon_success,0,5
The world is running out of water — but new tech can help,Seth Darling,October 2020,31000,935,https://ted.com/talks/seth_darling_the_world_is_running_out_of_water_but_new_tech_can_help,0,6
"""Accept Who I Am""", Butterscotch,December 2019,31000,933,https://ted.com/talks/butterscotch_accept_who_i_am,0,7
Una nueva manera de hablar del fracaso en los negocios,Leticia Gasca,April 2018,30000,926,https://ted.com/talks/leticia_gasca_una_nueva_manera_de_hablar_del_fracaso_en_los_negocios,0,8
How to boost nature-based solutions to climate change,Zac Goldsmith,October 2021,30000,913,https://ted.com/talks/zac_goldsmith_how_to_boost_nature_based_solutions_to_climate_change,0,9
What I learned from writing jokes for The Onion,Brian Janosch,April 2019,30000,913,https://ted.com/talks/brian_janosch_what_i_learned_from_writing_jokes_for_the_onion,0,10
Why do Americans vote on Tuesdays?,Jacob Soboroff,April 2012,30000,909,https://ted.com/talks/jacob_soboroff_why_do_americans_vote_on_tuesdays,0,11
How machine learning can teach us to build more effective teams,Drew Humphreys,July 2018,30000,909,https://ted.com/talks/drew_humphreys_how_machine_learning_can_teach_us_to_build_more_effective_teams,0,12
Parenting in the digital age	,Sonia Livingstone,July 2019,30000,908,https://ted.com/talks/sonia_livingstone_parenting_in_the_digital_age,0,13
"Don't quit your job, use it for good",Viviana Alvarez,September 2014,29000,888,https://ted.com/talks/viviana_alvarez_don_t_quit_your_job_use_it_for_good,0,14
"To find success, embrace what makes you different",Phillip Picardi,November 2017,29000,873,https://ted.com/talks/phillip_picardi_to_find_success_embrace_what_makes_you_different,0,15
"How ugly, unloved food can change the world",Dana Cowin,March 2015,28000,866,https://ted.com/talks/dana_cowin_how_ugly_unloved_food_can_change_the_world,0,16
What I learned from digging under New York City's streets,Alyssa Loorya,November 2014,28000,865,https://ted.com/talks/alyssa_loorya_what_i_learned_from_digging_under_new_york_city_s_streets,0,17
Why we need to pay attention to Chinese millennials,Sebastian Guo,July 2017,28000,865,https://ted.com/talks/sebastian_guo_why_we_need_to_pay_attention_to_chinese_millennials,0,18
What to expect from COP26,Countdown Summit,October 2021,28000,854,https://ted.com/talks/countdown_summit_what_to_expect_from_cop26,0,19
Will healthcare embrace digital or will we die waiting?,Karalee Close,October 2014,28000,849,https://ted.com/talks/karalee_close_will_healthcare_embrace_digital_or_will_we_die_waiting,0,20
Why immigration prisons aren't the answer,César Cuauhtémoc García Hernández,November 2019,28000,848,https://ted.com/talks/cesar_cuauhtemoc_garcia_hernandez_why_immigration_prisons_aren_t_the_answer,0,21
How I claimed a seat at the periodic table,Clarice Phelps,December 2019,28000,843,https://ted.com/talks/clarice_phelps_how_i_claimed_a_seat_at_the_periodic_table,0,22
How artificial light affects our health,Dragana Rogulja,November 2015,28000,842,https://ted.com/talks/dragana_rogulja_how_artificial_light_affects_our_health,0,23
Why our future relies on the genetic diversity of food,Esther Meduna,May 2016,27000,839,https://ted.com/talks/esther_meduna_why_our_future_relies_on_the_genetic_diversity_of_food,0,24
The future of food,Michael Silverstein,October 2013,27000,832,https://ted.com/talks/michael_silverstein_the_future_of_food,0,25
Challenging the perception of belonging,Kathy Vinokurov,November 2018,27000,830,https://ted.com/talks/kathy_vinokurov_challenging_the_perception_of_belonging,0,26
The ruralities of autism,Amy Price Azano,November 2016,27000,828,https://ted.com/talks/amy_price_azano_the_ruralities_of_autism,0,27
Why we need to move manufacturing off-planet,James Orsulak,November 2017,27000,827,https://ted.com/talks/james_orsulak_why_we_need_to_move_manufacturing_off_planet,0,28
Passion for compassion,Karen Armstrong,April 2018,27000,826,https://ted.com/talks/karen_armstrong_passion_for_compassion,0,29
Can we protect AI from our biases?,Robin Hauser,December 2017,27000,824,https://ted.com/talks/robin_hauser_can_we_protect_ai_from_our_biases,0,30
A poet's plea to save our planet, IN-Q,December 2017,27000,818,https://ted.com/talks/in_q_a_poet_s_plea_to_save_our_planet,0,31
3 things I learned from my intellectually disabled son,Emilie Weight,November 2017,26000,807,https://ted.com/talks/emilie_weight_3_things_i_learned_from_my_intellectually_disabled_son,0,32
How I built a first aid kit for astronauts,Virginia Wotring,April 2017,26000,801,https://ted.com/talks/virginia_wotring_how_i_built_a_first_aid_kit_for_astronauts,0,33
Why animals in zoos need choice,Stephanie Braccini Slade,September 2016,26000,790,https://ted.com/talks/stephanie_braccini_slade_why_animals_in_zoos_need_choice,0,34
What we can learn from college athletes,Kendall Spencer,November 2017,26000,784,https://ted.com/talks/kendall_spencer_what_we_can_learn_from_college_athletes_apr_2018,0,35
Humanity at the intersection of science and archaeology,Alisa Kazarina,June 2016,26000,782,https://ted.com/talks/alisa_kazarina_humanity_at_the_intersection_of_science_and_archaeology,0,36
The future of reading. It's fast,Stephen Lawrence,November 2015,25000,775,https://ted.com/talks/stephen_lawrence_the_future_of_reading_it_s_fast,0,37
The historical significance of smell,Caro Verbeek,April 2016,25000,772,https://ted.com/talks/caro_verbeek_the_historical_significance_of_smell,0,38
How darkness influences imagination,Holley Moyes,October 2016,25000,766,https://ted.com/talks/holley_moyes_how_darkness_influences_imagination,0,39
America's most invisible communities — mobile home parks,Esther Sullivan,July 2017,25000,762,https://ted.com/talks/esther_sullivan_america_s_most_invisible_communities_mobile_home_parks,0,40
How an algorithm can fight election bias so every vote counts,Brian Olson,June 2016,25000,757,https://ted.com/talks/brian_olson_how_an_algorithm_can_fight_election_bias_so_every_vote_counts,0,41
A vision of the future from IBM's most prolific inventor,Lisa Seacat DeLuca,September 2014,25000,756,https://ted.com/talks/lisa_seacat_deluca_a_vision_of_the_future_from_ibm_s_most_prolific_inventor,0,42
Lost in translation: The joy of a jargon-free world,Thea Knight,November 2014,24000,746,https://ted.com/talks/thea_knight_lost_in_translation_the_joy_of_a_jargon_free_world,0,43
Brené Brown on What Vulnerability Isn't,Taken for Granted,February 2021,24000,742,https://ted.com/talks/taken_for_granted_brene_brown_on_what_vulnerability_isn_t,0,44
Nuestras mentiras en la vida y en los negocios,Néstor Guerra,May 2017,24000,739,https://ted.com/talks/nestor_guerra_nuestras_mentiras_en_la_vida_y_en_los_negocios,0,45
Why millennials today hold more power than ever before,Jared Kleinert,October 2015,24000,738,https://ted.com/talks/jared_kleinert_why_millennials_today_hold_more_power_than_ever_before,0,46
The 4 superpowers of design,Kevin Bethune,October 2017,24000,735,https://ted.com/talks/kevin_bethune_the_4_superpowers_of_design,0,47
Brené Brown,Design Matters,July 2017,24000,731,https://ted.com/talks/design_matters_brene_brown,0,48
The dark side of storytelling,Suzanne Duncan,November 2015,24000,730,https://ted.com/talks/suzanne_duncan_the_dark_side_of_storytelling,0,49
The case for restorative justice in juvenile courts,Wesley Saint Clair,November 2016,24000,727,https://ted.com/talks/wesley_saint_clair_the_case_for_restorative_justice_in_juvenile_courts,0,50
Countdown Session 1: Urgency (Full session),Hosted by Mark Ruffalo and Don Cheadle,October 2020,24000,722,https://ted.com/talks/hosted_by_mark_ruffalo_and_don_cheadle_countdown_session_1_urgency_full_session,0,51
The restorative potential of nature's beauty,Louie Schwartzberg,June 2020,23000,716,https://ted.com/talks/louie_schwartzberg_the_restorative_potential_of_nature_s_beauty,0,52
Can time be wasted?,Alexander Leitner,October 2019,23000,713,https://ted.com/talks/alexander_leitner_can_time_be_wasted,0,53
Why we need more (real) science in fiction,Alexis Gambis,April 2019,23000,708,https://ted.com/talks/alexis_gambis_why_we_need_more_real_science_in_fiction,0,54
My story of perseverance as a trans swimming champion,Schuyler Bailar,March 2018,23000,706,https://ted.com/talks/schuyler_bailar_my_story_of_perseverance_as_a_trans_swimming_champion,0,55
What if we traded employees like football players?,Yusuf Nurbhai,November 2014,23000,702,https://ted.com/talks/yusuf_nurbhai_what_if_we_traded_employees_like_football_players,0,56
"""Big Yellow Taxi"" / ""Song for Sunshine""", Belle and Sebastian,October 2021,23000,690,https://ted.com/talks/belle_and_sebastian_big_yellow_taxi_song_for_sunshine,0,57
Reimagining gender inclusivity in sports,Jenna Weiner,February 2019,22000,684,https://ted.com/talks/jenna_weiner_reimagining_gender_inclusivity_in_sports,0,58
Why medieval politics was nothing like Game of Thrones,Maria Golubeva,June 2016,22000,677,https://ted.com/talks/maria_golubeva_why_medieval_politics_was_nothing_like_game_of_thrones,0,59
Designing for justice,Antionette Carroll,May 2017,22000,673,https://ted.com/talks/antionette_carroll_designing_for_justice,0,60
An instrument anyone can play,Tim Exile,November 2016,22000,673,https://ted.com/talks/tim_exile_an_instrument_anyone_can_play,0,61
The importance of visual literacy,David Hooker,November 2017,22000,672,https://ted.com/talks/david_hooker_the_importance_of_visual_literacy,0,62
What if we used the problem as part of the solution?,Katie Francfort,September 2016,22000,662,https://ted.com/talks/katie_francfort_what_if_we_used_the_problem_as_part_of_the_solution,0,63
A millennial's unexpected secret to success,Daniela Zamudio,November 2017,21000,659,https://ted.com/talks/daniela_zamudio_a_millennial_s_unexpected_secret_to_success,0,64
Why we need to reclaim vanishing food cultures,Aparna Pallavi,December 2018,21000,651,https://ted.com/talks/aparna_pallavi_why_we_need_to_reclaim_vanishing_food_cultures,0,65
Don't shy away from ignorance — use it to better yourself,Laura Fox,May 2016,21000,651,https://ted.com/talks/laura_fox_don_t_shy_away_from_ignorance_use_it_to_better_yourself,0,66
A holographic meeting platform for collaborating from anywhere,Jinha Lee,November 2019,21000,644,https://ted.com/talks/jinha_lee_a_holographic_meeting_platform_for_collaborating_from_anywhere,0,67
Taking trash talk to a whole new level,Peter Harris,September 2015,21000,644,https://ted.com/talks/peter_harris_taking_trash_talk_to_a_whole_new_level,0,68
The art of letting go...of the floor,Siawn Ou,November 2015,21000,643,https://ted.com/talks/siawn_ou_the_art_of_letting_go_of_the_floor,0,69
The benefits of using comedy to explain science,Kasha Patel,November 2018,21000,633,https://ted.com/talks/kasha_patel_the_benefits_of_using_comedy_to_explain_science,0,70
How prefab homes can transform affordable housing,Antón García-Abril,November 2016,20000,626,https://ted.com/talks/anton_garcia_abril_how_prefab_homes_can_transform_affordable_housing,0,71
Art and awe as healing,Jennifer Allison,July 2017,20000,624,https://ted.com/talks/jennifer_allison_art_and_awe_as_healing,0,72
Rediscovering heritage through dance,Amelia Laytham,September 2016,20000,620,https://ted.com/talks/amelia_laytham_rediscovering_heritage_through_dance,0,73
Armchair archaeologist,Sarah Parcak,April 2018,20000,614,https://ted.com/talks/sarah_parcak_armchair_archaeologist,0,74
"Pollution-free lights, powered by microbes",Sandra Rey,May 2016,20000,613,https://ted.com/talks/sandra_rey_pollution_free_lights_powered_by_microbes,0,75
The Big Pivot,Andrew Winston,September 2014,20000,608,https://ted.com/talks/andrew_winston_the_big_pivot,0,76
A super-strong plastic that reverts to dust,Jeannette Garcia,October 2015,20000,607,https://ted.com/talks/jeannette_garcia_a_super_strong_plastic_that_reverts_to_dust,0,77
Selfies and seeing ourselves — one artist's look in the mirror,Christina Balch,November 2014,20000,606,https://ted.com/talks/christina_balch_selfies_and_seeing_ourselves_one_artist_s_look_in_the_mirror,0,78
"""A Ride With Polly Jean"" / ""Ali Farka Touche""",Jenny Scheinman with Nels Cline and Todd Sickafoose,August 2021,20000,606,https://ted.com/talks/jenny_scheinman_with_nels_cline_and_todd_sickafoose_a_ride_with_polly_jean_ali_farka_touche,0,79
Why we need to stop stigmatizing mothers who do sex work,Juniper Fitzgerald,June 2019,20000,605,https://ted.com/talks/juniper_fitzgerald_why_we_need_to_stop_stigmatizing_mothers_who_do_sex_work,0,80
¿A quién pertenece el pasado?,Alberto Garín,January 2015,20000,601,https://ted.com/talks/alberto_garin_a_quien_pertenece_el_pasado,0,81
An easy way to cook up innovation,Joachim Horn,September 2015,19000,599,https://ted.com/talks/joachim_horn_an_easy_way_to_cook_up_innovation,0,82
Por qué necesitamos proteger el alta mar,Enric Sala,April 2018,19000,598,https://ted.com/talks/enric_sala_por_que_necesitamos_proteger_el_alta_mar,0,83
A business against racism ,Villy Wang,November 2016,19000,596,https://ted.com/talks/villy_wang_a_business_against_racism,0,84
How data is driving the future of fashion,Steve Brown,November 2017,19000,596,https://ted.com/talks/steve_brown_how_data_is_driving_the_future_of_fashion,0,85
A mandolin master's tribute to keeping your day job,Johnny Staats,September 2015,19000,594,https://ted.com/talks/johnny_staats_a_mandolin_master_s_tribute_to_keeping_your_day_job,0,86
How fiction can help us better understand our reality,Christian Wickert,November 2017,19000,594,https://ted.com/talks/christian_wickert_how_fiction_can_help_us_better_understand_our_reality,0,87
Thriving in an overconnected world,Leslie Perlow,October 2013,19000,592,https://ted.com/talks/leslie_perlow_thriving_in_an_overconnected_world,0,88
How can we give our kids a brighter future?,Richard Neville,September 2014,19000,591,https://ted.com/talks/richard_neville_how_can_we_give_our_kids_a_brighter_future,0,89
How do we stop the massive inequality dominating the world economy?,François Candelon,October 2018,19000,583,https://ted.com/talks/francois_candelon_how_do_we_stop_the_massive_inequality_dominating_the_world_economy,0,90
"""You and I"" / ""Attention""",Charlie Puth,October 2021,19000,580,https://ted.com/talks/charlie_puth_you_and_i_attention,0,91
Community health heroes,Raj Panjabi,April 2018,19000,579,https://ted.com/talks/raj_panjabi_community_health_heroes,0,92
The office without a**holes,WorkLife with Adam Grant,April 2019,19000,578,https://ted.com/talks/worklife_with_adam_grant_the_office_without_a_holes,0,93
Interconnectivity: the new structure of the world economy ,Min Zhu,May 2016,19000,576,https://ted.com/talks/min_zhu_interconnectivity_the_new_structure_of_the_world_economy,0,94
How I bring myth and magic to life,Hiromi Ozaki,April 2019,19000,576,https://ted.com/talks/hiromi_ozaki_how_i_bring_myth_and_magic_to_life,0,95
The importance of emotional tone in the digital age,Kareem Yusuf,September 2014,18000,565,https://ted.com/talks/kareem_yusuf_the_importance_of_emotional_tone_in_the_digital_age,0,96
How better transportation can reinvigorate a city,Antonella Mei-Pochtler,October 2014,18000,561,https://ted.com/talks/antonella_mei_pochtler_how_better_transportation_can_reinvigorate_a_city,0,97
Cultural clashes in defining beauty,Delali Bright,November 2013,18000,557,https://ted.com/talks/delali_bright_cultural_clashes_in_defining_beauty,0,98
Want a happier life? Be more compassionate,Stephen Trzeciak,April 2018,18000,553,https://ted.com/talks/stephen_trzeciak_want_a_happier_life_be_more_compassionate_jan_2018,0,99
The argument for trouble,Mark Modesti,September 2015,18000,543,https://ted.com/talks/mark_modesti_the_argument_for_trouble,0,100
"Why the ""good immigrant"" is a bad narrative",Maeve Higgins,November 2018,17000,533,https://ted.com/talks/maeve_higgins_why_the_good_immigrant_is_a_bad_narrative,0,1
The importance of space lawyers,Frans von der Dunk,October 2016,17000,533,https://ted.com/talks/frans_von_der_dunk_the_importance_of_space_lawyers,0,2
The case for reforming STEM education,Amara Berry,September 2017,17000,532,https://ted.com/talks/amara_berry_the_case_for_reforming_stem_education,0,3
A historical journey through loneliness,Fay Bound Alberti,July 2019,17000,530,https://ted.com/talks/fay_bound_alberti_a_historical_journey_through_loneliness,0,4
Un ejército de mujeres ,Alba Sotorra,November 2016,17000,527,https://ted.com/talks/alba_sotorra_un_ejercito_de_mujeres,0,5
"When goods cross borders, armies stay home",Romaine Seguin,September 2016,17000,511,https://ted.com/talks/romaine_seguin_when_goods_cross_borders_armies_stay_home,0,6
