title,author,date,views,likes,link,categoria
The hidden influence of social networks,Nicholas Christakis,February 2010,1800000,55000,https://ted.com/talks/nicholas_christakis_the_hidden_influence_of_social_networks,medios
India's hidden hotbeds of invention,Anil Gupta,November 2009,795000,23000,https://ted.com/talks/anil_gupta_india_s_hidden_hotbeds_of_invention,medios
How we wrecked the ocean,Jeremy Jackson,April 2010,885000,26000,https://ted.com/talks/jeremy_jackson_how_we_wrecked_the_ocean,medios
Social experiments to fight poverty,Esther Duflo,February 2010,1500000,45000,https://ted.com/talks/esther_duflo_social_experiments_to_fight_poverty,medios
Toward a science of simplicity,George Whitesides,February 2010,708000,21000,https://ted.com/talks/george_whitesides_toward_a_science_of_simplicity,medios
Why I'm rowing across the Pacific,Roz Savage,April 2010,716000,21000,https://ted.com/talks/roz_savage_why_i_m_rowing_across_the_pacific,medios
Computing a theory of all knowledge,Stephen Wolfram,February 2010,1900000,59000,https://ted.com/talks/stephen_wolfram_computing_a_theory_of_all_knowledge,medios
How art gives shape to cultural change,Thelma Golden,February 2009,789000,23000,https://ted.com/talks/thelma_golden_how_art_gives_shape_to_cultural_change,medios
The tradeoffs of building green,Catherine Mohr,February 2010,911000,27000,https://ted.com/talks/catherine_mohr_the_tradeoffs_of_building_green,medios
Photos that changed the world,Jonathan Klein,February 2010,1300000,41000,https://ted.com/talks/jonathan_klein_photos_that_changed_the_world,medios
Singing old poems to life,Natalie Merchant,February 2010,1000000,31000,https://ted.com/talks/natalie_merchant_singing_old_poems_to_life,medios
"Sex, drugs and HIV — let's get rational",Elizabeth Pisani,February 2010,1700000,51000,https://ted.com/talks/elizabeth_pisani_sex_drugs_and_hiv_let_s_get_rational,medios
"And now, the real news",Kirk Citron,February 2010,810000,24000,https://ted.com/talks/kirk_citron_and_now_the_real_news,medios
Teaching one child at a time,Shukla Bose,November 2009,1200000,37000,https://ted.com/talks/shukla_bose_teaching_one_child_at_a_time,medios
How to combat modern slavery,Kevin Bales,February 2010,1100000,34000,https://ted.com/talks/kevin_bales_how_to_combat_modern_slavery,medios
"Music is medicine, music is sanity",Robert Gupta,February 2010,1400000,42000,https://ted.com/talks/robert_gupta_music_is_medicine_music_is_sanity,medios
Why we need to go back to Mars,Joel Levine,November 2009,817000,24000,https://ted.com/talks/joel_levine_why_we_need_to_go_back_to_mars,medios
Let's simplify legal jargon!,Alan Siegel,February 2010,1000000,30000,https://ted.com/talks/alan_siegel_let_s_simplify_legal_jargon,medios
We are the stories we tell ourselves,Shekhar Kapur,November 2009,919000,27000,https://ted.com/talks/shekhar_kapur_we_are_the_stories_we_tell_ourselves,medios
Medical miracle on Everest,Ken Kamler,October 2009,868000,26000,https://ted.com/talks/ken_kamler_medical_miracle_on_everest,medios
Suspended animation is within our grasp,Mark Roth,February 2010,802000,24000,https://ted.com/talks/mark_roth_suspended_animation_is_within_our_grasp,medios
Do what you love (no excuses!),Gary Vaynerchuk,September 2008,846000,25000,https://ted.com/talks/gary_vaynerchuk_do_what_you_love_no_excuses,medios
The magic of the placebo,Eric Mead,October 2009,1200000,37000,https://ted.com/talks/eric_mead_the_magic_of_the_placebo,medios
The year open data went worldwide,Tim Berners-Lee,February 2010,796000,23000,https://ted.com/talks/tim_berners_lee_the_year_open_data_went_worldwide,medios
Plug into your hard-wired happiness,Srikumar Rao,May 2009,1100000,34000,https://ted.com/talks/srikumar_rao_plug_into_your_hard_wired_happiness,medios
Is Pivot a turning point for web exploration?,Gary Flake,February 2010,782000,23000,https://ted.com/talks/gary_flake_is_pivot_a_turning_point_for_web_exploration,medios
"The rise of cricket, the rise of India",Harsha Bhogle,November 2009,1000000,31000,https://ted.com/talks/harsha_bhogle_the_rise_of_cricket_the_rise_of_india,medios
My 5 lives as an artist,Raghava KK,February 2010,874000,26000,https://ted.com/talks/raghava_kk_my_5_lives_as_an_artist,medios
How brains learn to see,Pawan Sinha,November 2009,965000,28000,https://ted.com/talks/pawan_sinha_how_brains_learn_to_see,medios
The wireless future of medicine,Eric Topol,October 2009,806000,24000,https://ted.com/talks/eric_topol_the_wireless_future_of_medicine,medios
Four ways to fix a broken legal system,Philip K. Howard,February 2010,760000,22000,https://ted.com/talks/philip_k_howard_four_ways_to_fix_a_broken_legal_system,medios
Technology's epic story,Kevin Kelly,November 2009,719000,21000,https://ted.com/talks/kevin_kelly_technology_s_epic_story,medios
The next age of government,David Cameron,February 2010,779000,23000,https://ted.com/talks/david_cameron_the_next_age_of_government,medios
Augmented-reality maps,Blaise Agüera y Arcas,February 2010,1800000,56000,https://ted.com/talks/blaise_aguera_y_arcas_augmented_reality_maps,medios
How to expose the corrupt,Peter Eigen,November 2009,899000,26000,https://ted.com/talks/peter_eigen_how_to_expose_the_corrupt,medios
A new strategy in the war on cancer,David Agus,October 2009,864000,25000,https://ted.com/talks/david_agus_a_new_strategy_in_the_war_on_cancer,medios
The fringe benefits of failure,JK Rowling,June 2008,1500000,47000,https://ted.com/talks/jk_rowling_the_fringe_benefits_of_failure,medios
A warm embrace that saves lives,Jane Chen,November 2009,970000,29000,https://ted.com/talks/jane_chen_a_warm_embrace_that_saves_lives,medios
Embrace your inner girl,Eve Ensler,November 2009,1500000,45000,https://ted.com/talks/eve_ensler_embrace_your_inner_girl,medios
Building a theater that remakes itself,Joshua Prince-Ramus,October 2009,926000,27000,https://ted.com/talks/joshua_prince_ramus_building_a_theater_that_remakes_itself,medios
Your health depends on where you live,Bill Davenhall,October 2009,1000000,30000,https://ted.com/talks/bill_davenhall_your_health_depends_on_where_you_live,medios
What teachers make,Taylor Mali,November 2005,791000,23000,https://ted.com/talks/taylor_mali_what_teachers_make,medios
Growing new organs,Anthony Atala,October 2009,1900000,59000,https://ted.com/talks/anthony_atala_growing_new_organs,medios
All things are Moleeds,Charles Fleischer,March 2005,1100000,34000,https://ted.com/talks/charles_fleischer_all_things_are_moleeds,medios
"Kids, take charge",Kiran Sethi,November 2009,1700000,51000,https://ted.com/talks/kiran_sethi_kids_take_charge,medios
An all-star set,Herbie Hancock,February 2009,826000,24000,https://ted.com/talks/herbie_hancock_an_all_star_set,medios
Exposing the invisible,Nick Veasey,July 2009,1900000,58000,https://ted.com/talks/nick_veasey_exposing_the_invisible,medios
My solar-powered adventure,Bertrand Piccard,July 2009,900000,27000,https://ted.com/talks/bertrand_piccard_my_solar_powered_adventure,medios
Fusion is energy's future,Steven Cowley,July 2009,847000,25000,https://ted.com/talks/steven_cowley_fusion_is_energy_s_future,medios
Metaphorically speaking,James Geary,July 2009,1000000,31000,https://ted.com/talks/james_geary_metaphorically_speaking,medios
The intricate economics of terrorism,Loretta Napoleoni,July 2009,769000,23000,https://ted.com/talks/loretta_napoleoni_the_intricate_economics_of_terrorism,medios
The art of the interview,Marc Pachter,January 2008,944000,28000,https://ted.com/talks/marc_pachter_the_art_of_the_interview,medios
A one-man world summit,Rory  Bremner,July 2009,1200000,36000,https://ted.com/talks/rory_bremner_a_one_man_world_summit,medios
The ancient ingenuity of water harvesting,Anupam Mishra,November 2009,1200000,37000,https://ted.com/talks/anupam_mishra_the_ancient_ingenuity_of_water_harvesting,medios
The hunt for a supermassive black hole,Andrea Ghez,July 2009,958000,28000,https://ted.com/talks/andrea_ghez_the_hunt_for_a_supermassive_black_hole,medios
Turning dunes into architecture,Magnus Larsson,July 2009,766000,22000,https://ted.com/talks/magnus_larsson_turning_dunes_into_architecture,medios
Transition to a world without oil,Rob Hopkins,July 2009,968000,29000,https://ted.com/talks/rob_hopkins_transition_to_a_world_without_oil,medios
Learn to use the 13th-century astrolabe,Tom Wujec,July 2009,951000,28000,https://ted.com/talks/tom_wujec_learn_to_use_the_13th_century_astrolabe,medios
Learning from leadership's missing manual,Fields Wicker-Miurin,September 2009,1300000,40000,https://ted.com/talks/fields_wicker_miurin_learning_from_leadership_s_missing_manual,medios
The science behind a climate headline,Rachel Pike,July 2009,1000000,31000,https://ted.com/talks/rachel_pike_the_science_behind_a_climate_headline,medios
How the Internet enables intimacy,Stefana Broadbent,July 2009,1400000,43000,https://ted.com/talks/stefana_broadbent_how_the_internet_enables_intimacy,medios
The modern euphonium,Matthew White,July 2009,1000000,32000,https://ted.com/talks/matthew_white_the_modern_euphonium,medios
"Symmetry, reality's riddle",Marcus du Sautoy,July 2009,1100000,35000,https://ted.com/talks/marcus_du_sautoy_symmetry_reality_s_riddle,medios
The year I was homeless,Becky  Blanton,July 2009,1300000,40000,https://ted.com/talks/becky_blanton_the_year_i_was_homeless,medios
Architecture that repairs itself?,Rachel Armstrong,July 2009,1300000,41000,https://ted.com/talks/rachel_armstrong_architecture_that_repairs_itself,medios
A new way to explain explanation,David Deutsch,July 2009,1400000,44000,https://ted.com/talks/david_deutsch_a_new_way_to_explain_explanation,medios
Navigating our global future,Ian Goldin,July 2009,1200000,37000,https://ted.com/talks/ian_goldin_navigating_our_global_future,medios
1.3m reasons to re-invent the syringe,Marc Koska,July 2009,721000,21000,https://ted.com/talks/marc_koska_1_3m_reasons_to_re_invent_the_syringe,medios
Animating a photo-real digital face,Paul Debevec,March 2009,906000,27000,https://ted.com/talks/paul_debevec_animating_a_photo_real_digital_face,medios
The post-crisis consumer,John Gerzema,August 2009,894000,26000,https://ted.com/talks/john_gerzema_the_post_crisis_consumer,medios
A brain in a supercomputer,Henry Markram,July 2009,1500000,46000,https://ted.com/talks/henry_markram_a_brain_in_a_supercomputer,medios
"Robots that ""show emotion""",David Hanson,February 2009,1100000,34000,https://ted.com/talks/david_hanson_robots_that_show_emotion,medios
"Claim your ""manspace""",Sam Martin,July 2009,960000,28000,https://ted.com/talks/sam_martin_claim_your_manspace,medios
Tribal leadership,David Logan,March 2009,1700000,53000,https://ted.com/talks/david_logan_tribal_leadership,medios
How food shapes our cities,Carolyn Steel,July 2009,1300000,39000,https://ted.com/talks/carolyn_steel_how_food_shapes_our_cities,medios
Let's revive the Golden Rule,Karen Armstrong,July 2009,1000000,30000,https://ted.com/talks/karen_armstrong_let_s_revive_the_golden_rule,medios
Designers — think big!,Tim Brown,July 2009,2100000,64000,https://ted.com/talks/tim_brown_designers_think_big,medios
Mapping the future of countries,Parag Khanna,July 2009,1600000,48000,https://ted.com/talks/parag_khanna_mapping_the_future_of_countries,medios
Photographs of secret sites,Taryn Simon,July 2009,1800000,54000,https://ted.com/talks/taryn_simon_photographs_of_secret_sites,medios
The Web as random acts of kindness,Jonathan Zittrain,July 2009,975000,29000,https://ted.com/talks/jonathan_zittrain_the_web_as_random_acts_of_kindness,medios
"""Wait It Out""",Imogen Heap,July 2009,1100000,33000,https://ted.com/talks/imogen_heap_wait_it_out,medios
An inventory of the invisible,John Lloyd,July 2009,1200000,37000,https://ted.com/talks/john_lloyd_an_inventory_of_the_invisible,medios
The real story of McMafia — how global crime networks work,Misha Glenny,July 2009,1100000,34000,https://ted.com/talks/misha_glenny_the_real_story_of_mcmafia_how_global_crime_networks_work,medios
How I swam the North Pole,Lewis Pugh,September 2009,874000,26000,https://ted.com/talks/lewis_pugh_how_i_swam_the_north_pole,medios
Time-lapse proof of extreme ice loss,James Balog,July 2009,1100000,33000,https://ted.com/talks/james_balog_time_lapse_proof_of_extreme_ice_loss,medios
Making sound visible through cymatics,Evan Grant,July 2009,1000000,32000,https://ted.com/talks/evan_grant_making_sound_visible_through_cymatics,medios
Adjustable liquid-filled eyeglasses,Joshua Silver,July 2009,879000,26000,https://ted.com/talks/joshua_silver_adjustable_liquid_filled_eyeglasses,medios
"One seed at a time, protecting the future of food",Cary Fowler,July 2009,879000,26000,https://ted.com/talks/cary_fowler_one_seed_at_a_time_protecting_the_future_of_food,medios
Let my dataset change your mindset,Hans Rosling,June 2009,1900000,59000,https://ted.com/talks/hans_rosling_let_my_dataset_change_your_mindset,medios
The music of a war child,Emmanuel Jal,July 2009,1000000,30000,https://ted.com/talks/emmanuel_jal_the_music_of_a_war_child,medios
Biomimicry in action,Janine Benyus,July 2009,1600000,48000,https://ted.com/talks/janine_benyus_biomimicry_in_action,medios
Why the world needs charter cities,Paul Romer,July 2009,721000,21000,https://ted.com/talks/paul_romer_why_the_world_needs_charter_cities,medios
Hold your breath for micro-sculpture,Willard Wigan,July 2009,797000,23000,https://ted.com/talks/willard_wigan_hold_your_breath_for_micro_sculpture,medios
I believe we evolved from aquatic apes,Elaine Morgan,July 2009,1400000,43000,https://ted.com/talks/elaine_morgan_i_believe_we_evolved_from_aquatic_apes,medios
Art that looks back at you,Golan Levin,February 2009,839000,25000,https://ted.com/talks/golan_levin_art_that_looks_back_at_you,medios
Wiring a web for global good,Gordon Brown,July 2009,1200000,36000,https://ted.com/talks/gordon_brown_wiring_a_web_for_global_good,medios
Skin color is an illusion,Nina Jablonski,February 2009,1400000,42000,https://ted.com/talks/nina_jablonski_skin_color_is_an_illusion,medios
Playing with space and light,Olafur Eliasson,February 2009,720000,21000,https://ted.com/talks/olafur_eliasson_playing_with_space_and_light,medios
4 environmental 'heresies',Stewart Brand,June 2009,832000,24000,https://ted.com/talks/stewart_brand_4_environmental_heresies,medios
A next-gen cure for killer infections,Kary Mullis,February 2009,821000,24000,https://ted.com/talks/kary_mullis_a_next_gen_cure_for_killer_infections,medios
Escaping the Khmer Rouge,Sophal Ear,February 2009,750000,22000,https://ted.com/talks/sophal_ear_escaping_the_khmer_rouge,medios
3 ways the brain creates meaning,Tom Wujec,February 2009,1200000,38000,https://ted.com/talks/tom_wujec_3_ways_the_brain_creates_meaning,medios
The design genius of Charles + Ray Eames,Eames Demetrios,February 2007,822000,24000,https://ted.com/talks/eames_demetrios_the_design_genius_of_charles_ray_eames,medios
17 words of architectural inspiration,Daniel Libeskind,February 2009,1100000,33000,https://ted.com/talks/daniel_libeskind_17_words_of_architectural_inspiration,medios
Life lessons through tinkering,Gever Tulley,February 2009,1300000,40000,https://ted.com/talks/gever_tulley_life_lessons_through_tinkering,medios
The psychology of time,Philip Zimbardo,February 2009,1800000,56000,https://ted.com/talks/philip_zimbardo_the_psychology_of_time,medios
An electrifying organ performance,Qi Zhang,March 2009,905000,27000,https://ted.com/talks/qi_zhang_an_electrifying_organ_performance,medios
"Surgery's past, present and robotic future",Catherine Mohr,February 2009,895000,26000,https://ted.com/talks/catherine_mohr_surgery_s_past_present_and_robotic_future,medios
How cults rewire the brain,Diane Benscoter,February 2009,1300000,39000,https://ted.com/talks/diane_benscoter_how_cults_rewire_the_brain,medios
How social media can make history,Clay Shirky,June 2009,2000000,60000,https://ted.com/talks/clay_shirky_how_social_media_can_make_history,medios
Life in Biosphere 2,Jane Poynter,March 2009,1200000,36000,https://ted.com/talks/jane_poynter_life_in_biosphere_2,medios
Learning from the gecko's tail,Robert Full,February 2009,740000,22000,https://ted.com/talks/robert_full_learning_from_the_gecko_s_tail,medios
A wide-angle view of fragile Earth,Yann Arthus-Bertrand,February 2009,907000,27000,https://ted.com/talks/yann_arthus_bertrand_a_wide_angle_view_of_fragile_earth,medios
A university for the coming singularity,Ray Kurzweil,February 2009,1000000,31000,https://ted.com/talks/ray_kurzweil_a_university_for_the_coming_singularity,medios
"Playing ""Pink Noise"" on guitar",Kaki King,March 2008,1200000,36000,https://ted.com/talks/kaki_king_playing_pink_noise_on_guitar,medios
"A passionate, personal case for education",Michelle Obama,April 2009,1300000,41000,https://ted.com/talks/michelle_obama_a_passionate_personal_case_for_education,medios
Could a Saturn moon harbor life?,Carolyn Porco,February 2009,1100000,33000,https://ted.com/talks/carolyn_porco_could_a_saturn_moon_harbor_life,medios
The business logic of sustainability,Ray Anderson,February 2009,1200000,36000,https://ted.com/talks/ray_anderson_the_business_logic_of_sustainability,medios
A full-band beatbox,Naturally 7,February 2009,1900000,58000,https://ted.com/talks/naturally_7_a_full_band_beatbox,medios
Ideas for India's future,Nandan Nilekani,February 2009,1000000,32000,https://ted.com/talks/nandan_nilekani_ideas_for_india_s_future,medios
"Insights on HIV, in stunning data visuals",Hans Rosling,February 2009,1200000,37000,https://ted.com/talks/hans_rosling_insights_on_hiv_in_stunning_data_visuals,medios
What comes after An Inconvenient Truth?,Al Gore,February 2009,1000000,30000,https://ted.com/talks/al_gore_what_comes_after_an_inconvenient_truth,medios
We need to feed the whole world,Louise Fresco,February 2009,1100000,35000,https://ted.com/talks/louise_fresco_we_need_to_feed_the_whole_world,medios
Anti-gravity sculpture,Tom Shannon,February 2003,1300000,40000,https://ted.com/talks/tom_shannon_anti_gravity_sculpture,medios
Teach arts and sciences together,Mae Jemison,February 2002,964000,28000,https://ted.com/talks/mae_jemison_teach_arts_and_sciences_together,medios
The mathematics of war,Sean Gourley,February 2009,1000000,31000,https://ted.com/talks/sean_gourley_the_mathematics_of_war,medios
What went wrong at the LHC,Brian Cox,February 2009,1500000,45000,https://ted.com/talks/brian_cox_what_went_wrong_at_the_lhc,medios
Lessons from the 1918 flu,Laurie Garrett,February 2007,828000,24000,https://ted.com/talks/laurie_garrett_lessons_from_the_1918_flu,medios
Growing evidence of brain plasticity,Michael Merzenich,February 2004,1500000,47000,https://ted.com/talks/michael_merzenich_growing_evidence_of_brain_plasticity,medios
How ideas trump crises,Alex Tabarrok,February 2009,934000,28000,https://ted.com/talks/alex_tabarrok_how_ideas_trump_crises,medios
The beautiful math of coral,Margaret Wertheim,February 2009,1500000,46000,https://ted.com/talks/margaret_wertheim_the_beautiful_math_of_coral,medios
9 life lessons from rock climbing,Matthew Childs,February 2009,872000,26000,https://ted.com/talks/matthew_childs_9_life_lessons_from_rock_climbing,medios
Stunning data visualization in the AlloSphere,JoAnn Kuchera-Morin,February 2009,755000,22000,https://ted.com/talks/joann_kuchera_morin_stunning_data_visualization_in_the_allosphere,medios
A new ecosystem for electric cars,Shai Agassi,February 2009,1300000,40000,https://ted.com/talks/shai_agassi_a_new_ecosystem_for_electric_cars,medios
Our antisocial phone tricks,Renny Gleeson,February 2009,1400000,42000,https://ted.com/talks/renny_gleeson_our_antisocial_phone_tricks,medios
A prediction for the future of Iran,Bruce Bueno de Mesquita,February 2009,1100000,34000,https://ted.com/talks/bruce_bueno_de_mesquita_a_prediction_for_the_future_of_iran,medios
Military robots and the future of war,P.W. Singer,February 2009,1700000,53000,https://ted.com/talks/p_w_singer_military_robots_and_the_future_of_war,medios
Extreme wingsuit flying,Ueli Gegenschatz,February 2009,1900000,57000,https://ted.com/talks/ueli_gegenschatz_extreme_wingsuit_flying,medios
Can design save newspapers?,Jacek Utko,February 2009,1100000,35000,https://ted.com/talks/jacek_utko_can_design_save_newspapers,medios
The jungle search for viruses,Nathan Wolfe,February 2009,1800000,54000,https://ted.com/talks/nathan_wolfe_the_jungle_search_for_viruses,medios
Cool tricks your phone can do,David Pogue,December 2008,963000,28000,https://ted.com/talks/david_pogue_cool_tricks_your_phone_can_do,medios
An escape from poverty,Jacqueline Novogratz,February 2009,1400000,44000,https://ted.com/talks/jacqueline_novogratz_an_escape_from_poverty,medios
High-altitude wind energy from kites!,Saul Griffith,February 2009,751000,22000,https://ted.com/talks/saul_griffith_high_altitude_wind_energy_from_kites,medios
My obsession with objects and the stories they tell,Adam Savage,December 2008,1900000,59000,https://ted.com/talks/adam_savage_my_obsession_with_objects_and_the_stories_they_tell,medios
The next web,Tim Berners-Lee,February 2009,1700000,53000,https://ted.com/talks/tim_berners_lee_the_next_web,medios
3 ways good design makes you happy,Don Norman,February 2003,2100000,64000,https://ted.com/talks/don_norman_3_ways_good_design_makes_you_happy,medios
Piano jazz that rocks,Eric Lewis,February 2009,845000,25000,https://ted.com/talks/eric_lewis_piano_jazz_that_rocks,medios
How to restore a rainforest,Willie Smits,February 2009,868000,26000,https://ted.com/talks/willie_smits_how_to_restore_a_rainforest,medios
The voices of Twitter users,Evan Williams,February 2009,1300000,39000,https://ted.com/talks/evan_williams_the_voices_of_twitter_users,medios
My underground art explorations,Miru Kim,December 2008,921000,27000,https://ted.com/talks/miru_kim_my_underground_art_explorations,medios
Seas of plastic,Charles Moore,February 2009,1400000,43000,https://ted.com/talks/charles_moore_seas_of_plastic,medios
How Benjamin Button got his face,Ed Ulbrich,February 2009,1100000,33000,https://ted.com/talks/ed_ulbrich_how_benjamin_button_got_his_face,medios
Join the SETI search,Jill Tarter,February 2009,1400000,44000,https://ted.com/talks/jill_tarter_join_the_seti_search,medios
The El Sistema music revolution,José Antonio Abreu,February 2009,1100000,34000,https://ted.com/talks/jose_antonio_abreu_the_el_sistema_music_revolution,medios
Toy tiles that talk to each other,David Merrill,February 2009,1900000,58000,https://ted.com/talks/david_merrill_toy_tiles_that_talk_to_each_other,medios
A solar energy system that tracks the sun,Bill Gross,February 2003,744000,22000,https://ted.com/talks/bill_gross_a_solar_energy_system_that_tracks_the_sun,medios
Fiddling in reel time,Natalie MacMaster,February 2003,1500000,47000,https://ted.com/talks/natalie_macmaster_fiddling_in_reel_time,medios
Changing my legs - and my mindset,Aimee Mullins,February 1998,1300000,41000,https://ted.com/talks/aimee_mullins_changing_my_legs_and_my_mindset,medios
A theory of Earth's mass extinctions,Peter Ward,February 2008,1100000,35000,https://ted.com/talks/peter_ward_a_theory_of_earth_s_mass_extinctions,medios
Hypersonic sound and other inventions,Woody Norris,February 2004,1400000,42000,https://ted.com/talks/woody_norris_hypersonic_sound_and_other_inventions,medios
Design and discovery,David Carson,February 2003,977000,29000,https://ted.com/talks/david_carson_design_and_discovery,medios
What consumers want,Joseph Pine,February 2004,1300000,39000,https://ted.com/talks/joseph_pine_what_consumers_want,medios
The art and craft of bread,Peter Reinhart,July 2008,1000000,30000,https://ted.com/talks/peter_reinhart_the_art_and_craft_of_bread,medios
The visual magic of comics,Scott McCloud,February 2005,1200000,38000,https://ted.com/talks/scott_mccloud_the_visual_magic_of_comics,medios
Digging up dinosaurs,Paul Sereno,February 2005,894000,26000,https://ted.com/talks/paul_sereno_digging_up_dinosaurs,medios
The hunt for General Tso,Jennifer 8. Lee,July 2008,1600000,50000,https://ted.com/talks/jennifer_8_lee_the_hunt_for_general_tso,medios
The science of sync,Steven Strogatz,February 2004,814000,24000,https://ted.com/talks/steven_strogatz_the_science_of_sync,medios
There might just be life on Mars,Penelope Boston,February 2006,718000,21000,https://ted.com/talks/penelope_boston_there_might_just_be_life_on_mars,medios
A plea for bees,Dennis vanEngelsdorp,July 2008,797000,23000,https://ted.com/talks/dennis_vanengelsdorp_a_plea_for_bees,medios
The mysterious lives of giant trees,Richard Preston,February 2008,796000,23000,https://ted.com/talks/richard_preston_the_mysterious_lives_of_giant_trees,medios
The coming neurological epidemic,Gregory Petsko,February 2008,1000000,30000,https://ted.com/talks/gregory_petsko_the_coming_neurological_epidemic,medios
A foie gras parable,Dan Barber,July 2008,1500000,47000,https://ted.com/talks/dan_barber_a_foie_gras_parable,medios
Fashion and creativity,Isaac Mizrahi,February 2008,1100000,35000,https://ted.com/talks/isaac_mizrahi_fashion_and_creativity,medios
Tidying up art,Ursus Wehrli,February 2006,1500000,47000,https://ted.com/talks/ursus_wehrli_tidying_up_art,medios
Walk the earth ... my 17-year vow of silence,John Francis,February 2008,1000000,32000,https://ted.com/talks/john_francis_walk_the_earth_my_17_year_vow_of_silence,medios
A story of mixed emoticons,Rives,February 2008,1900000,58000,https://ted.com/talks/rives_a_story_of_mixed_emoticons,medios
Healing through diet,Dean Ornish,February 2004,1600000,49000,https://ted.com/talks/dean_ornish_healing_through_diet,medios
An 8-dimensional model of the universe,Garrett Lisi,February 2008,2000000,61000,https://ted.com/talks/garrett_lisi_an_8_dimensional_model_of_the_universe,medios
Playing invisible turntables,James Burchfield,February 2003,877000,26000,https://ted.com/talks/james_burchfield_playing_invisible_turntables,medios
Lessons from past presidents,Doris Kearns Goodwin,February 2008,2000000,62000,https://ted.com/talks/doris_kearns_goodwin_lessons_from_past_presidents,medios
Are games better than life?,David Perry,February 2006,1300000,41000,https://ted.com/talks/david_perry_are_games_better_than_life,medios
The Blur Building and other tech-empowered architecture,Liz Diller,December 2007,810000,24000,https://ted.com/talks/liz_diller_the_blur_building_and_other_tech_empowered_architecture,medios
Things I've learned in my life so far,Stefan Sagmeister,February 2008,1000000,31000,https://ted.com/talks/stefan_sagmeister_things_i_ve_learned_in_my_life_so_far,medios
Robots will invade our lives,Rodney Brooks,February 2003,710000,21000,https://ted.com/talks/rodney_brooks_robots_will_invade_our_lives,medios
Human nature and the blank slate,Steven Pinker,February 2003,1600000,49000,https://ted.com/talks/steven_pinker_human_nature_and_the_blank_slate,medios
How to pitch to a VC,David S. Rose,March 2007,1400000,43000,https://ted.com/talks/david_s_rose_how_to_pitch_to_a_vc,medios
What security means to me,Eve Ensler,July 2005,1300000,39000,https://ted.com/talks/eve_ensler_what_security_means_to_me,medios
What's wrong with school lunches,Ann Cooper,December 2007,1600000,49000,https://ted.com/talks/ann_cooper_what_s_wrong_with_school_lunches,medios
Life in the deep oceans,David Gallo,February 1998,1100000,34000,https://ted.com/talks/david_gallo_life_in_the_deep_oceans,medios
How to survive a nuclear attack,Irwin Redlener,February 2008,802000,24000,https://ted.com/talks/irwin_redlener_how_to_survive_a_nuclear_attack,medios
How humans and animals can live together,Jane Goodall,June 2007,1000000,32000,https://ted.com/talks/jane_goodall_how_humans_and_animals_can_live_together,medios
What we think we know,Jonathan Drori,February 2007,1100000,35000,https://ted.com/talks/jonathan_drori_what_we_think_we_know,medios
"DNA folding, in detail",Paul Rothemund,February 2008,825000,24000,https://ted.com/talks/paul_rothemund_dna_folding_in_detail,medios
Kids can teach themselves,Sugata Mitra,February 2007,1900000,58000,https://ted.com/talks/sugata_mitra_kids_can_teach_themselves,medios
"""The Dog Song""",Nellie McKay,February 2008,841000,25000,https://ted.com/talks/nellie_mckay_the_dog_song,medios
Dog-friendly dog training,Ian Dunbar,December 2007,1200000,38000,https://ted.com/talks/ian_dunbar_dog_friendly_dog_training,medios
How photography connects us,David Griffin,February 2008,1400000,44000,https://ted.com/talks/david_griffin_how_photography_connects_us,medios
Shedding light on dark matter,Patricia Burchat,February 2008,1600000,49000,https://ted.com/talks/patricia_burchat_shedding_light_on_dark_matter,medios
A computer that works like the brain,Kwabena Boahen,June 2007,749000,22000,https://ted.com/talks/kwabena_boahen_a_computer_that_works_like_the_brain,medios
"The next 5,000 days of the web",Kevin Kelly,December 2007,1800000,56000,https://ted.com/talks/kevin_kelly_the_next_5_000_days_of_the_web,medios
The web as art,Jonathan Harris,December 2007,923000,27000,https://ted.com/talks/jonathan_harris_the_web_as_art,medios
A dig for humanity's origins,Louise Leakey,February 2008,892000,26000,https://ted.com/talks/louise_leakey_a_dig_for_humanity_s_origins,medios
On humanity,Chris Abani,February 2008,985000,29000,https://ted.com/talks/chris_abani_on_humanity,medios
Let's look for life in the outer solar system,Freeman Dyson,February 2003,1100000,34000,https://ted.com/talks/freeman_dyson_let_s_look_for_life_in_the_outer_solar_system,medios
"""Mother of Pearl,"" ""If I Had You""",Nellie McKay,February 2008,1400000,43000,https://ted.com/talks/nellie_mckay_mother_of_pearl_if_i_had_you,medios
Institutions vs. collaboration,Clay Shirky,July 2005,1300000,41000,https://ted.com/talks/clay_shirky_institutions_vs_collaboration,medios
What happens when you lose everything,David Hoffman,February 2008,1200000,37000,https://ted.com/talks/david_hoffman_what_happens_when_you_lose_everything,medios
The story of a girl,Rick Smolan,December 2007,1400000,42000,https://ted.com/talks/rick_smolan_the_story_of_a_girl,medios
"""Clonie""",Nellie McKay,February 2008,873000,26000,https://ted.com/talks/nellie_mckay_clonie,medios
Surprising stats about child carseats,Steven Levitt,July 2005,1000000,32000,https://ted.com/talks/steven_levitt_surprising_stats_about_child_carseats,medios
A mobile fridge for vaccines,Adam Grosser,February 2007,990000,29000,https://ted.com/talks/adam_grosser_a_mobile_fridge_for_vaccines,medios
Robots inspired by cockroach ingenuity,Robert Full,February 2002,1100000,34000,https://ted.com/talks/robert_full_robots_inspired_by_cockroach_ingenuity,medios
